0,284,119,-0.679159581661,0.00870004203171
1,235,23,-0.600598692894,0.00869998428971
2,232,68,-0.495215117931,0.0604426898062
3,84,100,-0.591617107391,0.574148476124
4,66,88,-0.582901418209,0.554027199745
5,203,176,-0.200126618147,0.17277571559
6,244,46,-0.550383627415,0.00869984272867
7,205,175,-0.17690128088,0.212290331721
8,164,85,-0.480643182993,0.274181544781
9,101,144,-0.308229446411,0.585998058319
10,267,186,-0.139926284552,0.008699901402
11,260,180,-0.206523820758,0.0561064146459
12,97,129,-0.345857620239,0.545282900333
13,120,141,-0.258565485477,0.476048499346
14,250,191,-0.139388769865,0.0446791872382
15,269,209,-0.066410318017,0.00870000384748
16,177,189,-0.0887834429741,0.320132851601
17,111,51,-0.670497894287,0.380423069
18,123,70,-0.590927064419,0.34201580286
19,267,185,-0.19574187696,0.00869978033006
20,71,120,-0.410038918257,0.644448578358
21,114,196,-0.0275995135307,0.561294972897
22,114,193,-0.0308106932789,0.562199115753
23,63,90,-0.584499716759,0.572076320648
24,239,191,-0.117783851922,0.100972555578
25,245,73,-0.455638676882,0.0161722209305
26,243,82,-0.454857975245,0.0422548428178
27,80,113,-0.387490600348,0.542012691498
28,137,126,-0.349075764418,0.446161150932
29,252,94,-0.396460145712,0.0112149333581
30,158,125,-0.339351922274,0.342738986015
31,155,130,-0.405170202255,0.434706181288
32,128,106,-0.50950884819,0.372811466455
33,133,88,-0.539065957069,0.33425027132
34,241,34,-0.628183603287,0.00986651796848
35,94,82,-0.595107853413,0.454632222652
36,248,69,-0.539732694626,0.00870002061129
37,253,213,-0.100533209741,0.0710868686438
38,162,148,-0.237974241376,0.361256927252
39,261,104,-0.420875191689,0.00869995541871
40,255,92,-0.441358447075,0.00870001409203
41,224,56,-0.54267513752,0.0667533278465
42,144,81,-0.544242680073,0.30398824811
43,244,78,-0.486322790384,0.0276879295707
44,89,146,-0.228344276547,0.65628772974
45,237,138,-0.206322029233,0.161589533091
46,229,183,-0.0866953358054,0.141693681479
47,211,181,-0.125213742256,0.203036308289
48,149,67,-0.539616942406,0.312990635633
49,183,161,-0.200845122337,0.296645402908
50,259,180,-0.184120312333,0.0448144152761
51,245,73,-0.454917907715,0.0164793096483
52,229,51,-0.505450129509,0.0498327761889
53,248,67,-0.480085432529,0.0155578693375
54,265,148,-0.303096950054,0.00876833964139
55,262,136,-0.315078735352,0.0086999097839
56,131,59,-0.515762150288,0.424728304148
57,122,147,-0.280298888683,0.51780128479
58,116,148,-0.245109722018,0.505558073521
59,173,135,-0.323614418507,0.324202954769
60,103,194,-0.490457236767,0.619367241859
61,185,159,-0.284226715565,0.348805338144
62,136,142,-0.262635707855,0.461339324713
63,113,197,-0.0274473633617,0.583673536777
64,98,185,-0.0869134888053,0.637183845043
65,74,120,-0.320919752121,0.560752153397
66,207,197,-0.0549352280796,0.23317450285
67,100,188,-0.0865230932832,0.633561015129
