1,208,215,-0.000344891566783,0.267731308937
2,88,194,-0.0676616579294,0.671416640282
3,261,104,-0.390670567751,0.00870001967996
4,267,131,-0.285113155842,0.00869997870177
5,265,166,-0.179891332984,0.0318685546517
6,77,164,-0.218459263444,0.691210329533
7,261,139,-0.322093755007,0.0086999759078
8,118,39,-0.666021049023,0.364375114441
9,153,196,-0.0625183954835,0.443658262491
10,122,96,-0.462912142277,0.4230042696
11,257,79,-0.437004446983,0.00869997683913
12,189,185,-0.0554130114615,0.268608897924
13,145,112,-0.399640798569,0.370408833027
14,145,128,-0.318634361029,0.398201733828
15,179,209,-0.000334312499035,0.3245216012
16,263,218,-0.0666585937142,0.0819875821471
17,194,86,-0.470730990171,0.185650333762
18,128,106,-0.461567759514,0.399668067694
19,136,97,-0.503154993057,0.351979970932
20,224,20,-0.627285182476,0.00870003551245
21,229,23,-0.614455878735,0.00869998335838
22,274,223,-0.000514764979016,0.00870000012219
23,223,217,-0.000345662381733,0.168793350458
24,274,220,-0.0608832575381,0.00869991630316
25,94,94,-0.536232292652,0.450830072165
26,251,187,-0.241123139858,0.0882931053638
27,217,84,-0.496574670076,0.129416272044
28,77,136,-0.344192147255,0.64620167017
29,261,102,-0.46236371994,0.00869997311383
30,170,24,-0.622791826725,0.114589683712
31,232,175,-0.156375274062,0.130036279559
32,90,182,-0.106330871582,0.664228141308
33,267,181,-0.199380993843,0.00869997218251
34,36,96,-0.53588360548,0.60560387373
35,123,203,-0.000351764669176,0.521173357964
36,274,219,-0.0324309244752,0.00869995821267
37,200,97,-0.377100020647,0.184791475534
38,215,202,-0.0512516982853,0.19932693243
39,193,187,-0.128419294953,0.28652331233
40,147,39,-0.63577914238,0.233950018883
41,269,179,-0.208256587386,0.00869983900338
42,106,105,-0.499626547098,0.45252212882
43,200,92,-0.401800572872,0.181903511286
44,222,168,-0.206554725766,0.140012532473
45,262,146,-0.297187238932,0.00870001129806
46,241,102,-0.421709239483,0.0837500914931
47,120,119,-0.36009028554,0.480120837688
48,151,169,-0.186079666018,0.411884486675
49,113,54,-0.604198217392,0.333502471447
50,265,146,-0.282349586487,0.00869987346232
51,64,92,-0.611852049828,0.553202450275
52,248,63,-0.505886375904,0.00870005879551
53,64,90,-0.614858448505,0.634827435017
54,45,99,-0.553360939026,0.581335484982
55,226,202,-0.090537302196,0.174445047975
56,222,106,-0.385743796825,0.121199660003
57,236,29,-0.599599957466,0.0177138391882
58,166,88,-0.477906256914,0.27257591486
59,80,101,-0.541062891483,0.553164303303
60,225,34,-0.598356425762,0.0252007562667
61,220,67,-0.513912439346,0.109970845282
62,138,111,-0.461355865002,0.346530020237
63,114,167,-0.185731887817,0.528506398201
64,270,193,-0.118159122765,0.0283053722233
65,258,193,-0.173039257526,0.0784856826067
66,100,102,-0.484124720097,0.481973409653
67,145,154,-0.189504653215,0.415483266115
68,122,139,-0.301194489002,0.495523154736
69,70,134,-0.41275075078,0.643325865269
70,150,41,-0.624394893646,0.214137360454
71,206,154,-0.237942487001,0.188725396991
72,230,218,-0.000362138904165,0.127338036895
73,270,217,-0.0339434333146,0.00869979988784
74,258,175,-0.222670838237,0.0634192451835
75,183,131,-0.377963483334,0.212000533938
76,230,25,-0.609475851059,0.008699959144
77,267,172,-0.232569605112,0.00869979150593
78,253,184,-0.125511825085,0.0651849359274
79,109,157,-0.264238595963,0.544280767441
80,190,156,-0.213560193777,0.272395908833
81,194,183,-0.0776895731688,0.240903630853
82,189,180,-0.147984668612,0.3018437922
83,141,176,-0.115254990757,0.425205081701
84,181,155,-0.208981662989,0.282111614943
85,199,180,-0.124218784273,0.245806202292
86,266,207,-0.10136873275,0.0308347959071
87,268,207,-0.100351721048,0.0108119137585
88,261,218,-0.0161922574043,0.0581423267722
89,135,174,-0.105969697237,0.510297834873
90,135,112,-0.440101653337,0.3801240623
91,248,66,-0.532643079758,0.00869992934167
92,143,68,-0.558072090149,0.286727428436
93,274,218,-0.0184687040746,0.00870003458112
94,131,173,-0.114366725087,0.499639213085
95,112,184,-0.0899322628975,0.581545710564
96,108,178,-0.161288231611,0.564923465252
97,210,119,-0.314676225185,0.178117722273
98,230,210,-0.0920225307345,0.0884901061654
99,244,48,-0.539528608322,0.00869979709387
100,240,171,-0.200409576297,0.0655255094171
101,258,195,-0.0941170230508,0.0241699703038
102,250,187,-0.149847835302,0.0644103065133
103,85,120,-0.440962523222,0.587757587433
104,234,25,-0.619674921036,0.00870004203171
105,229,51,-0.554446697235,0.0484732910991
106,139,189,-0.0817091539502,0.461033314466
107,274,220,-0.0111265545711,0.00870001222938
108,140,197,-0.0714808478951,0.453549265862
109,228,19,-0.640802979469,0.00870001222938
110,248,190,-0.122128941119,0.0782165676355
111,236,29,-0.628509402275,0.00869995541871
112,227,15,-0.644765973091,0.0228683426976
113,185,156,-0.273205518723,0.229364931583
114,187,151,-0.158776238561,0.333433866501
115,157,190,-0.0863057076931,0.447114706039
